frames,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,lbp_26,lbp_27,lbp_28,lbp_29,lbp_30,lbp_31,lbp_32,lbp_33,lbp_34,lbp_35,lbp_36,lbp_37,lbp_38,lbp_39,lbp_40,lbp_41,lbp_42,lbp_43,lbp_44,lbp_45,lbp_46,lbp_47,lbp_48,lbp_49,lbp_50,lbp_51,lbp_52,lbp_53,lbp_54,lbp_55,lbp_56,lbp_57,lbp_58,optical_flow_0,optical_flow_1,optical_flow_2,optical_flow_3,Lip_Feature_1,Lip_Feature_2,Lip_Feature_3,Lip_Feature_4,Lip_Feature_5,Lip_Feature_6,Lip_Feature_7,Lip_Feature_8,Lip_Feature_9,Lip_Feature_10,labels,person
0011.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363542,0.000886183,3.69083643,1.973547697,20.09975124,20.02498439,18.02775638,108.0416586,43.10452412,61.13100686,60.07495318,60.00833275,41.01219331,130.0346108,जल्दी,agni
0012.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092587,0.002529541,3.774743795,2.089375019,21.09502311,22.09072203,20.02498439,111.0405331,42.10700654,61.13100686,60.07495318,60.00833275,42.01190308,134.0596882,जल्दी,agni
0013.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255079,0.000625674,3.474128008,1.853415966,22.02271555,24.0208243,21.02379604,107.0420478,44.04543109,65.12296062,64.03124237,64,44.01136217,131.0343466,जल्दी,agni
0014.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000666796,0.001651572,3.769533634,1.788446903,18.11077028,19.02629759,17.02938637,107.0046728,42.10700654,62.12889827,61.03277808,62.00806399,42.01190308,130.0153837,जल्दी,agni
0015.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000312161,0.000805262,3.67883563,1.905479908,18.11077028,19.02629759,17.02938637,107.0046728,42.10700654,62.12889827,61.03277808,62.00806399,42.01190308,130.0153837,जल्दी,agni
0016.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001192562,0.00349471,3.707622766,1.7752918,21.09502311,21.09502311,18.02775638,109.0183471,42.10700654,60.20797289,58.07753438,59.00847397,40.04996879,132.0605922,जल्दी,agni
0017.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013744,0.003969644,3.681019545,1.938454747,19.10497317,20.09975124,17.02938637,109.0412766,42.10700654,61.20457499,59.07622195,59.00847397,41.0487515,130.0615239,जल्दी,agni
0018.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976974,0.002576317,3.860951185,1.664619446,21.02379604,22.02271555,20,109.0183471,42.04759208,60.13318551,59.03388857,60.00833275,41.0487515,132.0151506,से,agni
0019.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322654,0.000812432,3.751469135,1.741949201,24.08318916,25.07987241,22.02271555,112.0178557,44.10215414,64.12487817,62.03224968,62.00806399,43.01162634,134.0149245,से,agni
0020.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000718913,0.002058725,3.831626654,1.829770207,24.08318916,25.07987241,22.02271555,112.0178557,44.10215414,64.12487817,62.03224968,62.00806399,43.01162634,134.0149245,से,agni
0021.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819766,0.002438323,3.876639128,1.808830023,25.01999201,25.07987241,23.02172887,114.0175425,44.10215414,63.12685641,62.07253821,61.00819617,43.01162634,136.0330842,से,agni
0022.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819766,0.002438323,3.876639128,1.808830023,23.08679276,25.07987241,23.02172887,112.0178557,43.0464865,62.12889827,62.07253821,62.00806399,42.01190308,135.0592463,से,agni
0023.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001191736,0.003309412,3.90013361,1.750341296,25.07987241,25.07987241,23.02172887,112.0178557,45.09988914,65.12296062,64.07027392,64.00781202,44.04543109,135.014814,नारंगी,agni
0024.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060127,0.001636369,3.920400858,1.847996473,25.07987241,26.01922366,24,112.0401714,46.04345773,66.06814664,66.03029608,65,45,134.0335779,नारंगी,agni
0025.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502634,0.001325189,4.157511234,1.74096477,28.0713377,29.06888371,27.01851217,111.0180166,45.04442252,67.11929678,66.03029608,66.00757532,46.01086828,133.0338303,नारंगी,agni
0026.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723052,0.00191889,3.888487577,1.626946449,26.07680962,26.01922366,25.01999201,109.0412766,45.04442252,66.12110102,65.06919394,66.00757532,45.01110974,132.0340865,नारंगी,agni
0027.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645041,0.001700217,3.860506296,1.672622919,20.09975124,21.09502311,19.10497317,108.0416586,41.0487515,61.20457499,60.07495318,61.03277808,42.01190308,131.0343466,नारंगी,agni
0028.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000725727,0.001882727,3.713779688,1.732096553,6.08276253,7.071067812,5.385164807,105.0428484,38.11823711,59.21148537,58.07753438,58.00862005,38.05259518,129.0620006,नारंगी,agni
0029.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710394,0.001808036,3.803631544,1.740818143,18.11077028,19.10497317,17.02938637,110.0409015,40.04996879,58.07753438,57.03507693,57.00877125,40.01249805,133.0338303,नारंगी,agni
0030.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622499,0.001544972,3.750733614,1.923775315,19.02629759,19.02629759,18.02775638,108.0416586,41.10960958,58.13776741,58.07753438,58.00862005,39.01281841,133.0601368,नारंगी,agni
0031.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639369,0.001813939,4.186354637,1.774727821,20.02498439,21.02379604,20,110.0409015,40.04996879,59.13543777,58.03447251,58,40.01249805,132.0340865,नारंगी,agni
0032.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001038761,0.002827115,3.831292152,1.705757022,20.02498439,21.02379604,19.02629759,109.0733698,41.10960958,61.13100686,60.07495318,61.03277808,41.0487515,131.0953851,नारंगी,agni
0033.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595718,0.001608594,3.876404762,1.673811913,18.02775638,18.02775638,17.02938637,109.0412766,40.04996879,60.13318551,60.03332408,60.00833275,41.0487515,134.0335779,नारंगी,agni
0034.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637004,0.001665294,3.97926569,1.660268784,20.09975124,20.02498439,19.02629759,107.01869,42.04759208,62.07253821,61.03277808,62.00806399,41.0487515,131.0343466,रंग,agni
0035.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087103,0.002288689,3.841130495,1.80264914,21.02379604,21.02379604,19.02629759,108.0185169,42.04759208,61.13100686,60.03332408,60.00833275,40.04996879,132.0151506,रंग,agni
0036.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746332,0.002025493,4.023825169,1.719549417,21.02379604,22.02271555,21,108.0416586,42.04759208,62.12889827,61.03277808,61.00819617,42.01190308,131.0343466,रंग,agni
0037.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305217,0.000764395,3.951202393,1.871572733,19.10497317,20.09975124,18.02775638,109.0183471,42.10700654,62.12889827,60.07495318,60.00833275,42.01190308,132.0151506,रंग,agni
0038.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657309,0.001752845,4.080216885,1.654276729,10.04987562,11.18033989,10.19803903,111.0180166,39.11521443,57.14017851,57.07889277,57.03507693,38.01315562,134.0335779,रंग,agni
0039.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001092321,0.003154594,3.888412476,1.716531634,18.11077028,19.02629759,17.02938637,106.0754448,40.11234224,59.21148537,57.07889277,58.03447251,40.04996879,129.0968629,रंग,agni
0040.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000729376,0.001980118,3.916555882,1.782816648,6.08276253,7.071067812,6.08276253,109.0183471,36.01388621,55.08175742,53.00943312,54,36,132.0340865,रंग,agni
0041.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000582413,0.001517983,3.759816408,1.871117592,21.09502311,21.02379604,19.02629759,107.0420478,41.10960958,59.13543777,59.07622195,59.00847397,41.0487515,129.0620006,रंग,agni
0042.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046142,0.001345914,4.024002552,1.557661295,21.09502311,21.02379604,19.02629759,107.0420478,41.10960958,59.13543777,59.07622195,59.00847397,41.0487515,129.0620006,का,agni
0043.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000729376,0.001980118,3.916555882,1.782816648,18.11077028,18.02775638,17,109.0412766,41.0487515,61.13100686,59.03388857,60.03332408,41.0487515,132.0340865,का,agni
0044.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242477,0.000486753,3.977095366,1.641431689,19.02629759,20.09975124,18.02775638,108.0185169,42.04759208,60.13318551,58.03447251,59.00847397,41.01219331,132.0151506,का,agni
0045.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000836423,0.002299005,3.860208511,1.845420718,20.02498439,20.02498439,18.02775638,106.0424443,42.10700654,60.13318551,59.07622195,59.00847397,40.01249805,129.0620006,का,agni
0046.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713678,0.001984096,3.974291325,1.735919714,13.15294644,13.03840481,12.04159458,112.0401714,37.05401463,55.22680509,53.08483776,54.03702434,36.01388621,135.0592463,का,agni
0047.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180507,0.000361982,3.566088676,1.982799053,13.15294644,13.03840481,12.04159458,112.0401714,37.05401463,55.22680509,53.08483776,54.03702434,36.01388621,135.0592463,दुपट्टा,agni
0048.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064464,0.001421422,3.469884396,1.707195163,13.03840481,13,12,106.0424443,36.05551275,54.14794548,53.08483776,53.00943312,35.0142828,130.0346108,दुपट्टा,agni
0049.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201384,0.000442046,3.652801275,1.809148431,10.04987562,10.04987562,9.219544457,102.0784012,36.12478374,53.15072906,51.0881591,53.03772242,35.05709629,125.09996,दुपट्टा,agni
0050.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104997,0.00017783,3.988887548,1.798521638,5.099019514,6.08276253,6.08276253,99.04544412,35.05709629,52.15361924,49.04079934,52.0096145,34.0147027,123.0650235,दुपट्टा,agni
0051.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168929,0.000333837,3.684860945,2.113219976,4,4,3,97.02061637,34.0147027,51.0881591,48.0416486,49,34.0147027,120.0374941,दुपट्टा,agni
0052.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174097,0.000360047,3.062147617,2.031668425,3.16227766,3.16227766,2.236067977,98.04590761,33.06055051,49.16299421,47.09564736,49.01020302,33.01514804,121.0660976,दुपट्टा,agni
0053.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046142,0.001345914,4.024002552,1.557661295,7,7.071067812,7,103.0436801,34.05877273,51.0881591,49.04079934,50.009999,34.05877273,126.0357092,दुपट्टा,agni
0054.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040555,0.000875587,3.924035072,1.766688943,4,4,3,100.019998,36.05551275,52.15361924,49.04079934,51.00980298,34.0147027,122.0163923,दुपट्टा,agni
0055.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064464,0.001421422,3.469884396,1.707195163,6,6.08276253,5,103.0194156,38.05259518,55.08175742,52.03844733,54.00925847,36.01388621,125.0359948,दुपट्टा,agni
0056.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234537,0.000504579,3.212532997,1.983863354,5.099019514,5.099019514,4.123105626,102.0049018,39.11521443,58.21511831,55.08175742,56.00892786,37.01351105,124.0040322,दुपट्टा,agni
0057.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006904,0.001751433,3.942242861,1.760144234,9.219544457,9.219544457,7.071067812,104.0432602,41.0487515,60.20797289,59.07622195,60.00833275,39.05124838,128.0351514,दुपट्टा,agni
0058.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000454338,0.001007003,3.421433687,1.875951886,9.219544457,9.219544457,7.071067812,104.0432602,41.0487515,60.20797289,59.07622195,60.00833275,39.05124838,128.0351514,दुपट्टा,agni
0059.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946176,0.002480785,3.954438686,1.826065898,22.09072203,22.09072203,20.02498439,99.04544412,45.09988914,66.2721661,64.12487817,64.03124237,43.0464865,124.0644994,दुपट्टा,agni
0060.jpg,218,330,275,583,873,751,516,431,437,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72E-05,0.000165996,3.670194149,1.682820916,3,4,3.16227766,96.0832972,37.12142239,58.21511831,56.08029957,57.00877125,37.01351105,120.0666482,दुपट्टा,agni
